"LPAD(SKU,13,'0')"	"SKU"	"descr"	"Price"	"Type"
"0000000002202"	"2202"	"PENCIL MECHANICAL ECO 134301"		
"0000000002203"	"2203"	"ERASER 187130 DUST FREE"		
"0000000002205"	"2205"	"WATERCOLOR PENCIL 24COL"		
"0000000002207"	"2207"	"COLORED PENCIL CLASSIC 115852"		
"0000000002210"	"2210"	"COLORED PENCIL CLASSIC 115854"		
"0000000002211"	"2211"	"COLORED PEN 155112 12COL"		
"0000000002212"	"2212"	"PENCIL LEAD SUPER 2B 126720"		
"0000000002214"	"2214"	"ERASER 187428 DUST FREE"		
"0000000002216"	"2216"	"ERASER 187120 DUST FREE"		
"0000000002217"	"2217"	"ERASER ART  KNEADABLE 127020"		
"0000000002218"	"2218"	"OIL PASTEL 12COL"		
"0000000002230"	"2230"	"SHARPENER 183100 METAL 1HOLE"		
"0000000002250"	"2250"	"SHARPENER 183400 METAL 2HOLE"		
"0000000002252"	"2252"	"SHARPENER AUTO-LOCK 1855-01"		
"0000000002280"	"2280"	"CRAYON WAX #122418"		
"0000000002281"	"2281"	"CRAYONS  WAX 122424"		
"0000000002339"	"2339"	"WATERCOLOR PENCIL 36COL LONG"		
"0000000002341"	"2341"	"COLORED PENCIL CLASSIC 115851"		
"0000000002342"	"2342"	"COLORED PENCIL CLASSIC 115856"		
"0000000002343"	"2343"	"COLORED PENCIL CLASSIC 115858"		
"0000000002344"	"2344"	"COLORED PEN 155106 6COL"		
"0000000002349"	"2349"	"POSTER COLOR FGRN 22ML"		
"0000000002352"	"2352"	"POSTER COLOR FYEL 22ML"		
"0000000002357"	"2357"	"POSTER COLOR FORG 22ML"		
"0000000002358"	"2358"	"POSTER COLOR MGNT 22ML"		
"0000000002359"	"2359"	"POSTER COLOR ASSTD 12BOX"		
"0000000002361"	"2361"	"CLAY KIDS 1153S12 STICK 12COL"		
"0000000002364"	"2364"	"CLAY KIDS 1153S12"		
"0000000002450"	"2450"	"INKCARTRIDGE BC1-6"		
"0000000002488"	"2488"	"INKROLLER IR40 COMPATIBLE"		
"0000000002525"	"2525"	"KEY DUPLICATE FOR SAFE"		
"0000000002519"	"2519"	"STAPLER W/ REMOVER ASSTD #35"		
"0000000002529"	"2529"	"PUNCHER SLOT METAL"		
"0000000002532"	"2532"	"MIXING PALETTE ASSTD"		
"0000000002540"	"2540"	"MIXING PLATE Y129 WHT"		
"0000000002559"	"2559"	"ENV DOCUMENT 200LBS THICK"		
"0000000002562"	"2562"	"ADDRESS BOOK SUCCESS 6X4IN"		
"0000000002595"	"2595"	"ADDRESS BOOK NATURE 6X4IN"		
"0000000027193"	"027193"	"ASUS LAPTOP X409UA HT732T"		
"0000000027194"	"027194"	"HP PRINTER PRO 9010"		
"0000000027195"	"027195"	"EPSON INKCARTRIDGE C13T40A100"		
"0000000027196"	"027196"	"EPSON INKCARTRIDGE C13T40A200"		
"0000000027197"	"027197"	"EPSON INKCARTRIDGE C13T40A300"		
"0000000027198"	"027198"	"EPSON INKCARTRIDGE C13T40A400"		
"0000000002633"	"2633"	"FAX PAPER WHT 216X30"		
"0000000002621"	"2621"	"BANNER STAND  LITE"		
"0000000002623"	"2623"	"BANNER STAND  LITE"		
"0000000002635"	"2635"	"FOLDER SLIDE MOROC RED LGL"		
"0000000002636"	"2636"	"FOLDER SLIDE MOROC YEL LGL"		
"0000000002638"	"2638"	"FOLDER SLIDE MOROC BLU LTR"		
"0000000002639"	"2639"	"FOLDER SLIDE MOROC GRN LTR"		
"0000000002640"	"2640"	"FOLDER SLIDE MOROC RED LTR"		
"0000000002641"	"2641"	"FOLDER SLIDE MOROC YEL LTR"		
"0000000002642"	"2642"	"FOLDER SLIDE MOROC BLU LGL"		
"0000000002645"	"2645"	"PARTS P5/FS5 SMALL GEAR II"		
"0000000002647"	"2647"	"PARTS P5 LARGE GEAR II #210414"		
"0000000002649"	"2649"	"PARTS P600C-2 1ST GEAR"		
"0000000002651"	"2651"	"PARTS PB150 U/HANDLE #205210"		
"0000000002661"	"2661"	"PARTS PB150 HANDLE KIT #205204"		
"0000000002662"	"2662"	"PARTS P5+ 3RD STAGE GEAR"		
"0000000002673"	"2673"	"CHART DIFF WATERFORMATION"		
"0000000027199"	"027199"	"CANON PRINTER TS5370"		
"0000000002697"	"2697"	"SIGNPEN UM153S GEL IMPACT BLK"		
"0000000002698"	"2698"	"SIGNPEN MICRO UB150G BLK"		
"0000000002699"	"2699"	"RULER TRIANGLE SET 9602"		
"0000000027201"	"027201"	"HP INKCARTRIDGE 975A L0R97AA"		
"0000000027202"	"027202"	"HP INKCARTRIDGE 975A L0R88AA"		
"0000000027203"	"027203"	"HP INKCARTRIDGE 975A L0R91AA"		
"0000000027204"	"027204"	"HP INKCARTRIDGE 975A L0R94AA"		
"0000000002742"	"2742"	"GLUE GLITTERS E1110 SHIMSCENTS"		
"0000000002768"	"2768"	"EPSON RIBBON 15327/15584/15330"		
"0000000027219"	"027219"	"GRADE1 WRITING PAD W/PLASTIC"		
"0000000027220"	"027220"	"GRADE2 WRITING PAD W/PLASTIC"		
"0000000027221"	"027221"	"GRADE3 WRITING PAD W/PLASTIC"		
"0000000027222"	"027222"	"GRADE4 WRITING PAD W/PLASTIC"		
"0000000027223"	"027223"	"HP SCANNER PRO 3000 S3"		
"0000000002862"	"2862"	"HP CALC SCI HP30S"		
"0000000002863"	"2863"	"HP CALC SCI HP9S"		
"0000000002874"	"2874"	"PARTITION LN9030 PANEL LAMINAT"		
"0000000002880"	"2880"	"PARTITION LN6060 PANEL LAMINAT"		
"0000000002893"	"2893"	"PARTITION LN9060 PANEL LAMINAT"		
"0000000002898"	"2898"	"PARTITION PC6030 PANEL POLYCAR"		
"0000000002899"	"2899"	"PARTITION PANEL POLYCAR PC9030"		
"0000000002900"	"2900"	"POLE JOINING JP1200 ACCESSORIE"		
"0000000002940"	"2940"	"BRACKET CANTILEVER CB510 LEFT"		
"0000000002946"	"2946"	"BRACKET OPEN SHELF OSB510 LEFT"		
"0000000002952"	"2952"	"WORKTOP OPEN SHELF OS600"		
"0000000002987"	"2987"	"BALLPEN CLASSIQUE BLK"		
"0000000002988"	"2988"	"BALLPEN CLASSIQUE BLU"		
"0000000002997"	"2997"	"BALLPEN CLASSIQUE RED"		
"0000000002998"	"2998"	"BALLPEN SUPER WGRIP BLK"		
"0000000003002"	"3002"	"BALLPEN SUPER WGRIP BLU"		
"0000000003253"	"3253"	"STORAGE FOR HANGING FOLDER"		
"0000000003254"	"3254"	"BOX STORAGE MULTI TRAY"		
"0000000003255"	"3255"	"STORAGE BOX STACKABLE CARFILE"		
"0000000003272"	"3272"	"GTK DVD-R W/O CASE QUINTIN"		
"0000000003070"	"3070"	"GIFT WRAPPER CHRISTMAS"		
"0000000003106"	"3106"	"GIFT WRAP KRAFT 3S"		
"0000000003180"	"3180"	"CARTOLINA 4PLY"		
"0000000003273"	"3273"	"LAMINATING FILM LF 75110 100S"		
"0000000003274"	"3274"	"GLUE PADDING"		
"0000000003275"	"3275"	"PASTE W/ APPLICATOR"		
"0000000003276"	"3276"	"PASTE W/ APPLICATOR 200G"		
"0000000003300"	"3300"	"LABEL DVD STICKRITE WHT 20S"		
"0000000003301"	"3301"	"CORRECTION FLUID WHT 15ML"		
"0000000003409"	"3409"	"COLUMNAR 717 SUBSALES JOURNAL"		
"0000000003419"	"3419"	"COLUMNAR 717 SUBPURCHASE JOUR"		
"0000000003443"	"3443"	"TAPE 2SIDED FOAM 1102A 24MMX2M"		
"0000000003444"	"3444"	"EPSON TONER S050167"		
"0000000003445"	"3445"	"EXP WALLET COUPON A943 13POC"		
"0000000003446"	"3446"	"EXP WALLET CHEQUE A942 13POC"		
"0000000003447"	"3447"	"MULTIFUNCTION CASE A941 COL"		
"0000000003493"	"3493"	"FOLDER 13523 W/ CLIP PLASTIC"		
"0000000003503"	"3503"	"TRASHBAG"		
"0000000003569"	"3569"	"SIGN YS-736 EMPLOYEES ONLY"		
"0000000003570"	"3570"	"HP INKCARTRIDGE 8767 BLK"		
"0000000003571"	"3571"	"HP INKCARTRIDGE 9363 COL"		
"0000000003583"	"3583"	"BALLPEN TWISTER SPACE 73532"		
"0000000003694"	"3694"	"WHITEBOARD ALUM #95 MAGNETIC"		
"0000000003589"	"3589"	"WHITEBOARD ALUM #95 MAGNETIC"		
"0000000003592"	"3592"	"WHITEBOARD ALUM #95 MAGNETIC"		
"0000000003594"	"3594"	"WHITEBOARD ALUM #95 MAGNETIC"		
"0000000003621"	"3621"	"WHITEBOARD ALUM #95 MAGNETIC"		
"0000000003641"	"3641"	"WHITEBOARD ALUM #95 MAGNETIC"		
"0000000003643"	"3643"	"WHITEBOARD ALUM #95 MAGNETIC"		
"0000000003645"	"3645"	"WHITEBOARD ALUM #95 MAGNETIC"		
"0000000003650"	"3650"	"WHITEBOARD ALUM #95 MAGNETIC"		
"0000000003653"	"3653"	"CORKSHEET 95 A OR B"		
"0000000003654"	"3654"	"CORKSHEET 95 A OR B"		
"0000000003660"	"3660"	"CORKBOARD ALUM FRAME 95"		
"0000000003661"	"3661"	"CORKBOARD ALUM FRAME 95"		
"0000000003663"	"3663"	"CORKBOARD ALUM FRAME 95"		
"0000000003664"	"3664"	"CORKBOARD ALUM FRAME 95"		
"0000000003667"	"3667"	"CORKBOARD ALUM FRAME 95"		
"0000000003668"	"3668"	"CHALKBOARD ALUM FRAME 95"		
"0000000003670"	"3670"	"CHALKBOARD ALUM FRAME 95"		
"0000000003671"	"3671"	"CHALKBOARD ALUM FRAME 95"		
"0000000003672"	"3672"	"WHITE/CORKBOARD COMBI"		
"0000000003676"	"3676"	"WHITE/CORKBOARD COMBI"		
"0000000003687"	"3687"	"WHITEBOARD STAND A984"		
"0000000003688"	"3688"	"WHITEBOARD STAND A983"		
"0000000003689"	"3689"	"WHITEBOARD STAND A985 VERTICAL"		
"0000000003693"	"3693"	"FLIPCHART FC333 W/ WHITEBOARD"		
"0000000003695"	"3695"	"SAMSUNG TONER ML1610D2 BLK"		
"0000000003701"	"3701"	"SAFETY PINS GLDSIL"		
"0000000003735"	"3735"	"FELT PAPER BLU 22X28IN"		
"0000000003733"	"3733"	"PAPER WAX GLASSINE 10PCS"		
"0000000003980"	"3980"	"FOLDER PREPUNCH 14PTS YEL LTR"		
"0000000003981"	"3981"	"FOLDER PREPUNCH 14PTS YEL LGL"		
"0000000003966"	"3966"	"GLUE GUN"		
"0000000004023"	"4023"	"COPYHOLDER CRC80332 W/ MEMO BO"		
"0000000003978"	"3978"	"FILE SORTER CRC80318"		
"0000000003977"	"3977"	"LETTERTRAY CRC80317 1LAYER"		
"0000000003979"	"3979"	"TELEPHONE STAND CRC80319"		
"0000000004076"	"4076"	"BACKREST 91905"		
"0000000004169"	"4169"	"FELLOWES CLEANING SHEETS 99771"		
"0000000004106"	"4106"	"POWERSHRED OIL CRC35250"		
"0000000003986"	"3986"	"DISPENSER TAPE CRC80327"		
"0000000003985"	"3985"	"PEN HOLDER CRC8032301"		
"0000000004022"	"4022"	"PAPERCLIP HOLDER CRC80328"		
"0000000027224"	"027224"	"PLASTIC COVER CPC652NC G6"		
"0000000027225"	"027225"	"GLOVES DISPOSABLE LARGE"		
"0000000000124"	"124"	"BROTHER INKCARTRIDGE LC57 BLK"		
"0000000000125"	"125"	"BROTHER INKCARTRIDGE LC57 CYN"		
"0000000000126"	"126"	"BROTHER INKCARTRIDGE LC57 MAG"		
"0000000000127"	"127"	"BROTHER INKCARTRIDGE LC57 YEL"		
"0000000000327"	"327"	"VERBATIM DVD-R 62204 43523 16X"		
"0000000003727"	"3727"	"WHITEBOARD W/ STAND FC666"		
"0000000000240"	"240"	"FOLDER 9117HW W/ D/CLI PLASTIC"		
"0000000000268"	"268"	"FOLDER 9117HW F4 W/CL PLASTC"		
"0000000000282"	"282"	"FOLDER DOUBLE ZP013A PLASTIC"		
"0000000000321"	"321"	"FOLDER DOUBLE ZP013F PLASTIC"		
"0000000000347"	"347"	"FOLDER W/ INDEX DIVIDER ZP014F"		
"0000000000348"	"348"	"FOLDER W/INDEX ZP023A A4 5S"		
"0000000000349"	"349"	"FOLDER W/INDEX ZP023F F4 5S"		
"0000000000350"	"350"	"FILECASE ZP019 TEENS ASSTD A4"		
"0000000027234"	"027234"	"CABLE TIE NYLON 2.5X200MM 50S"		
"0000000000351"	"351"	"FOLDER LAMINATED 1TFF-S1"		
"0000000000352"	"352"	"FOLDER LAMINATED 1TFF-S1"		
"0000000000353"	"353"	"FOLDER LAMINATED 1TFF-S1"		
"0000000000354"	"354"	"FOLDER LAMINATED 1TFF-S1"		
"0000000000355"	"355"	"FOLDER LAMINATED 1TFF-S1"		
"0000000000356"	"356"	"FOLDER LAMINATED 1TFFS1"		
"0000000000357"	"357"	"FOLDER LAMINATED 1TFF-S1"		
"0000000000366"	"366"	"FOLDER LAMINATED 1TFF-S1"		
"0000000000379"	"379"	"FOLDER LAMINATED 1TFF-S1"		
"0000000000380"	"380"	"FOLDER LAMINATED 1TFF-S1"		
"0000000000382"	"382"	"FOLDER LAMINATED 1TFF-L1"		
"0000000000422"	"422"	"FOLDER LAMINATED 1TFF-L1"		
"0000000000425"	"425"	"FOLDER LAMINATED 1TFF-L1"		
"0000000000426"	"426"	"FOLDER LAMINATED 1TFFL1"		
"0000000000434"	"434"	"FOLDER LAMINATED 1TFF-L1"		
"0000000000440"	"440"	"FOLDER LAMINATED 1TFF-L1"		
"0000000000460"	"460"	"FOLDER LAMINATED 1TFF-L1"		
"0000000000461"	"461"	"FOLDER LAMINATED 1TFF-L1"		
"0000000000544"	"544"	"BALLPEN RETRACTABLE W/CALENDAR"		
"0000000000546"	"546"	"BALLPEN W/CALENDAR CP527"		
"0000000000547"	"547"	"BALLPEN WCALENDAR CP527"		
"0000000000549"	"549"	"BALLPEN HL525 W/HOUR GLASS"		
"0000000000554"	"554"	"BALLPEN SP568 STRETCHABLE"		
"0000000000536"	"536"	"STATIONERY PAD GF60"		
"0000000000538"	"538"	"STATIONERY NB X01W/MIRROR"		
"0000000027235"	"027235"	"EPSON SCANNER V600"		
"0000000000587"	"587"	"BALLPEN LED FLASHLIGHT 360"		
"0000000000589"	"589"	"ERASER 4N1"		
"0000000027236"	"027236"	"CABINET 4D VERT JFV04S W/SAFE"		
"0000000027237"	"027237"	"ALCOHOL ETHYL 70% 1GALLON"		
"0000000000611"	"611"	"POWER CORD REVERSE FOR MONITOR"		
"0000000000617"	"617"	"DOLBY HEADSET GS131W/MIC"		
"0000000000622"	"622"	"UTP CABLE 305METER CAT5E"		
"0000000000623"	"623"	"MOUSE OPTICAL USB 26SCR/3296"		
"0000000000626"	"626"	"CONNECTORS RJ45 1000 10'S"		
"0000000000639"	"639"	"KEYBOARD IT2015B PS2 MULTIMEDI"		
"0000000000640"	"640"	"KEYBOARD IT2014W PS2"		
"0000000000591"	"591"	"COPY PAPER 70GSM 8.5X14IN500RM"		
"0000000000592"	"592"	"COPY PAPER 80GSM A3 500RM"		
"0000000027243"	"027243"	"ACER LAPTOP A5145339QP"		
"0000000027244"	"027244"	"EPSON PLOTTER SCT3270"		
"0000000027245"	"027245"	"EPSON PLOTTER SCT3130N"		
"0000000027246"	"027246"	"EPSON PLOTTER SCT3430"		
"0000000027247"	"027247"	"EPSON PLOTTER SCT5270D"		
"0000000027248"	"027248"	"EPSON PLOTTER SCT5130"		
"0000000027249"	"027249"	"EPSON PLOTTER SCT5430"		
"0000000027250"	"027250"	"EPSON PLOTTER SCT5430M"		
"0000000027251"	"027251"	"EPSON PLOTTER SCT7270"		
"0000000027252"	"027252"	"EPSON PLOTTER SCT7270D"		
"0000000000647"	"647"	"BROTHER LABELLER PT2700"		
"0000000000654"	"654"	"PRICE TAG FRAME ACRYLIC3.5X2IN"		
"0000000000655"	"655"	"ACRYLIC STAND MENU"		
"0000000000656"	"656"	"ACRYLIC STAND MENU 7X5IN"		
"0000000000659"	"659"	"ACRYLIC STAND MENU VERT 5X7IN"		
"0000000000680"	"680"	"ACRYLIC STAND MENU VERT5.5X4IN"		
"0000000000683"	"683"	"ACRYLIC STAND MENU VERT8.5X11"		
"0000000000687"	"687"	"ACRYLIC STAND MENU VERTICAL"		
"0000000000699"	"699"	"ACRYLIC MENU STAND HORIZONTAL"		
"0000000000707"	"707"	"ACRYLIC MENU STAND TRIANGLE"		
"0000000000708"	"708"	"ACRYLIC MENU STAND TRI-STAR"		
"0000000000741"	"741"	"ACRYLIC PHOTO MAGNET"		
"0000000000789"	"789"	"PIN SILVER 5G"		
"0000000000791"	"791"	"PIN ROUND HEAD"		
"0000000004352"	"4352"	"BALLPEN SHARKY 133001 BLK"		
"0000000004327"	"4327"	"BALLPEN SHARKY 133083 GRN"		
"0000000004331"	"4331"	"BALLPEN SHARKY 133082 ORG"		
"0000000004374"	"4374"	"BALLPEN GENERATION 136001"		
"0000000004542"	"4542"	"BALLPEN SHARKY 133081 BLU"		
"0000000004546"	"4546"	"MARKER OHP 224M PERM 1201 BLK"		
"0000000004383"	"4383"	"MARKER OHP 224M PERM 1202 RED"		
"0000000004384"	"4384"	"MARKER OHP 224M PERM 1203 BLU"		
"0000000004449"	"4449"	"MARKER OHP 224M PERM 1208 4COL"		
"0000000004450"	"4450"	"MARKER OHP REFILL 645 BLK"		
"0000000027258"	"027258"	"ALCOHOL ETHYL 70DGLN70% 3785ML"		
"0000000027259"	"027259"	"ACRYLIC MENU STAND ANGLED 8X10"		
"0000000027260"	"027260"	"ACRYLIC MENU STAND BK2BK 8X10"		
"0000000003195"	"3195"	"BRACKET CANTILEVER CB510 RIGHT"		
"0000000003246"	"3246"	"WORKTOP WK1575"		
"0000000027261"	"027261"	"DELL DESKTOP 3070MT I7 18880"		
"0000000027262"	"027262"	"DELL DESKTOP 3070MT I5 18882"		
"0000000027263"	"027263"	"DELL MONITOR P2719H 27IN"		
"0000000027264"	"027264"	"DELL COMBO WLS KM117"		
"0000000004455"	"4455"	"FOLDER PRESSBOARD W/TAB GRN"		
"0000000027265"	"027265"	"CANON PRINTHEAD PF06"		
"0000000027266"	"027266"	"DISINFECTANT MAT W/TRAY BLK"		
"0000000027267"	"027267"	"DISINFECTANT MAT W/TRAY BLK"		
"0000000004493"	"4493"	"ENV PLASTIC TRANS BUTTON LTR"		
"0000000004500"	"4500"	"NAMECARD HOLDER 353156 33/4IN"		
"0000000004570"	"4570"	"CASE UTILITY KN20 011209 RECT"		
"0000000004621"	"4621"	"SCISSORS JP9052 SYMMETRICAL"		
"0000000004624"	"4624"	"SCISSORS JP9006 SYMMETRICAL"		
"0000000004641"	"4641"	"SCISSORS JP9007 SYMMETRICAL"		
"0000000004660"	"4660"	"FILE DIVIDER WHT A4 5S"		
"0000000027268"	"027268"	"EPSON INKCARTRIDGE 190 T190290"		
"0000000027269"	"027269"	"EPSON INKCARTRIDGE 190 T190390"		
"0000000027270"	"027270"	"EPSON INKCARTRIDGE 190 T190490"		
"0000000006015"	"6015"	"ROLLERBALL PEN ZIPPI 2625 BLK"		
"0000000006016"	"6016"	"ROLLERBALL PEN ZIPPI 2625 BLU"		
"0000000006017"	"6017"	"ROLLERBALL PEN ZIPPI 2625 PNK"		
"0000000006018"	"6018"	"ROLLERBALL PEN ZIPPI 2625 GRN"		
"0000000006019"	"6019"	"ROLLERBALL PEN ZIPPI 2625 ORG"		
"0000000006022"	"6022"	"PAPER PUNCH DESIGN PUSB8101"		
"0000000006025"	"6025"	"PUNCHER TICKET HOLE TP103"		
"0000000006030"	"6030"	"ID CASE WITH CLIP VERTICAL"		
"0000000006047"	"6047"	"CARD CASE XW802 HORIZONTAL A2"		
"0000000006050"	"6050"	"CARD CASE XW803 HORIZONTAL A3"		
"0000000006056"	"6056"	"CARD CASE FT901 VERTICAL B1"		
"0000000006066"	"6066"	"CARD CASE FT902 VERTICAL B2"		
"0000000006067"	"6067"	"CARD CASE FT903 VERTICAL B3"		
"0000000006075"	"6075"	"CARD CASE FT904 VERTICAL B4"		
"0000000027271"	"027271"	"EPSON INKPACK T9731 BLK"		
"0000000027272"	"027272"	"EPSON INKPACK T9732 CYN"		
"0000000027273"	"027273"	"EPSON INKPACK T9733 MAG"		
"0000000027274"	"027274"	"EPSON INKPACK T9734 YEL"		
"0000000027275"	"027275"	"RAPOO KEYBOARD WRD NK1900"		
"0000000027276"	"027276"	"RAPOO MOUSE WLS M20"		
"0000000006292"	"6292"	"CLOCK WALL CLASSIC CL-2123"		
"0000000006346"	"6346"	"DESK FAN NFF/IFF4-1P INDUSTRIA"		
"0000000006347"	"6347"	"DESK FAN NFF/IFF9-2 INDUSTRIAL"		
"0000000027277"	"027277"	"ALCOHOL ISOPROPYL 70% 1GAL"		
"0000000006357"	"6357"	"RINGBINDER SPINE 21R #53482"		
"0000000006370"	"6370"	"NB WRI ADV TIME CCODEW/PLASTIC"		
"0000000008129"	"8129"	"BACKPACK 5464 GLENDALE"		
"0000000008209"	"8209"	"BACKPACK 5465 GLENDALE"		
"0000000027294"	"027294"	"BROTHER LABELLER PTP300BT"		
"0000000027295"	"027295"	"EPSON PLOTTER SCT3130X"		
"0000000003242"	"3242"	"ECYCLONE ADAPTER USB BT"		
"0000000004454"	"4454"	"TIMECARD 243 US TAG CRM 20S"		
"0000000006389"	"6389"	"NAME TAG ACRYLIC12X3IN"		
"0000000006398"	"6398"	"IMPULSE SEALER METAL"		
"0000000027298"	"027298"	"BOX STORAGE W/LID 15.5X11X13.5"		
"0000000007003"	"7003"	"NB MEMO 298 80LVS 3X5IN"		
"0000000027299"	"027299"	"YELLOW RULED PAD 1/4 80LVS"		
"0000000027300"	"027300"	"YELLOW RULED PAD 1/2CROSSWISE"		
"0000000027301"	"027301"	"YELLOW RULED PAD 1/2LENGHTWISE"		
"0000000027302"	"027302"	"ENV DOCU 200LBS BRO A4"		
"0000000027303"	"027303"	"CANON INKCARTRIDGE CLI42 BLK"		
"0000000027304"	"027304"	"CANON INKCARTRIDGE CLI42 GRY"		
"0000000027305"	"027305"	"CANON INKCARTRIDGE CLI42 LGRY"		
"0000000027306"	"027306"	"CANON INKCARTRIDGE CLI42 CYN"		
"0000000027307"	"027307"	"CANON INKCARTRIDGE CLI42 PCYN"		
"0000000027308"	"027308"	"CANON INKCARTRIDGE CLI42 MAG"		
"0000000027309"	"027309"	"CANON INKCARTRIDGE CLI42 PMAG"		
"0000000027310"	"027310"	"CANON INKCARTRIDGE CLI42 YEL"		
"0000000027315"	"027315"	"BROTHER SEWING JA20"		
"0000000006400"	"6400"	"EASEL STAND ADJUSTABLE"		
"0000000027316"	"027316"	"PARTS P-25S HELICAL GEAR"		
"0000000027317"	"027317"	"PARTS P-25S BRAKE GEAR"		
"0000000027318"	"027318"	"PARTS P-25S PAPER STRIPPER A"		
"0000000027319"	"027319"	"PARTS P-25S PAPER STRIPPER B"		
"0000000027320"	"027320"	"PARTS 36C PLASTIC SPACER A"		
"0000000027321"	"027321"	"PARTS 36C PLASTIC SPACER B"		
"0000000027322"	"027322"	"PARTS 36C 1ST STAGE GEAR"		
"0000000027324"	"027324"	"PARTS 53C GEAR PLATE"		
"0000000027325"	"027325"	"PARTS 53C SENSOR SUPPORT"		
"0000000027326"	"027326"	"PARTS 53C TOP COVER"		
"0000000027328"	"027328"	"FACE MASK 3PLY 50S DISPOS"		
"0000000027335"	"027335"	"CANON PRINTER G7070"		
"0000000027336"	"027336"	"PARTS 36C MOTOR"		
"0000000006405"	"6405"	"SWITCH HUB ENTERNET 10/100MBPS"		
"0000000006431"	"6431"	"NB SPI G0580 GRN 80LVS"		
"0000000006438"	"6438"	"NB SPI G0680C GRN 80LVS"		
"0000000006442"	"6442"	"NB SPI G0780 GRN 80LVS"		
"0000000006447"	"6447"	"NB SPI MEMO G0380OE 80LVS"		
"0000000006483"	"6483"	"NB SPI DORA 80LVS 6X8IN"		
"0000000006486"	"6486"	"NB SPIRAL RAGNAROK"		
"0000000006487"	"6487"	"NB SPI MARVEL COMICS 80LVS 6X8"		
"0000000006489"	"6489"	"NB SPIRAL COOL  PRINTS"		
"0000000006491"	"6491"	"NB SPIRAL PAPER HEARTS"		
"0000000006498"	"6498"	"NB SPI TEEN NOTES"		
"0000000006505"	"6505"	"NB WRITING BRIGTHS 2 W/M"		
"0000000006506"	"6506"	"NB SPIRAL FOURTEEN"		
"0000000006508"	"6508"	"NB WRI KIDDIE 2 80LVS 6X8IN"		
"0000000006513"	"6513"	"NB SPIRAL FALCON"		
"0000000006515"	"6515"	"NB SPIRAL FANCY NOTES"		
"0000000006517"	"6517"	"NB COMPO DORA W/PLASTIC"		
"0000000006521"	"6521"	"NB COMPO JUSTICE LEAGUE"		
"0000000006522"	"6522"	"NB COMPO RAGNAROK"		
"0000000006525"	"6525"	"NB COMPO XIOLIN"		
"0000000006526"	"6526"	"NB SPI ADV TIME CCODED PLASTC"		
"0000000006530"	"6530"	"NB SPIRAL NEON"		
"0000000006531"	"6531"	"NB COMPO COLCODING W/PLAST"		
"0000000006549"	"6549"	"NB WRI BATMAN W/PLASTIC"		
"0000000006552"	"6552"	"NB WRI DORA W/PLASTIC"		
"0000000006580"	"6580"	"NB WRI CCODED W/PLASTIC 80LVS"		
"0000000006599"	"6599"	"NB WRITING LITTLE PALS"		
"0000000006603"	"6603"	"NB WRITING XIAOLIN"		
"0000000006613"	"6613"	"NB WRI BRIGHTS NEO 80LVS"		
"0000000006629"	"6629"	"NB SPI UNIV ABSTRACT 80LVS"		
"0000000006636"	"6636"	"NB SPI UNIV GRAPHICS 80LVS"		
"0000000006654"	"6654"	"NB SPI SPONGEBOB #1#3"		
"0000000006656"	"6656"	"NB SPI COLOR CODED#1"		
"0000000006660"	"6660"	"NB SPIRAL  BRATZ #15"		
"0000000006669"	"6669"	"NB SPIRAL EVE"		
"0000000006670"	"6670"	"NB SPIRAL TRIBO"		
"0000000006690"	"6690"	"NB SPIRAL ILLUSION"		
"0000000006707"	"6707"	"NB COMPO SPONGEBOB #4"		
"0000000000048"	"48"	"GLUE G-311 LIQUID ADHESIVE"		
"0000000000187"	"187"	"GLUE G-700 BOBO BEST GLUE"		
"0000000000320"	"320"	"GLUE ESGT50"		
"0000000000645"	"645"	"ERASER E-1677 SLIPPER"		
"0000000000868"	"868"	"ERASER E882-3 ANGEL"		
"0000000000887"	"887"	"ERASER E-991 PENGUIN"		
"0000000001097"	"1097"	"ERASER E-915 HAPPY DAY"		
"0000000001117"	"1117"	"ERASER E-602"		
"0000000001166"	"1166"	"SHARPENER KS812B YOKA"		
"0000000001510"	"1510"	"SHARPENER LK1012 ASSTD 1HOLE"		
"0000000001737"	"1737"	"SHARPENER VK1035 1HOLE"		
"0000000001754"	"1754"	"PENCIL CASE B-5568 MICKEY"		
"0000000001768"	"1768"	"SHARPENER VK1027"		
"0000000002143"	"2143"	"NB YARN CCODED EMOTICON WPLAS"		
"0000000002906"	"2906"	"PENCILS JUMBO 3'S"		
"0000000002907"	"2907"	"PENCILS JUMBO 5'S"		
"0000000003064"	"3064"	"PENCIL CASE W/ZIPPER"		
"0000000003094"	"3094"	"NB YARN FUNNY FACES 80LVS"		
"0000000003095"	"3095"	"NB SPI BLUE DRAGON 80LVS 6X8IN"		
"0000000003681"	"3681"	"CRAYONS"		
"0000000003861"	"3861"	"NB WRI TWEETPICK W/PLASTIC 80L"		
"0000000003862"	"3862"	"NB COMPO CCODETWEETPICK W/PLAS"		
"0000000003865"	"3865"	"NB SPI DORAEMON 80LVS 6X8IN"		
"0000000003866"	"3866"	"PENCILCASE 1278 W/ZIPPER"		
"0000000003869"	"3869"	"NB HARDBOUND BOOKBIND PRINTS"		
"0000000003904"	"3904"	"PENCILCASE W/ZIPPER CHARACTER"		
"0000000003905"	"3905"	"PENCILCASE 1296 W/ZIPPER"		
